title,year,name,type,character,n
Ahava Ilemeth,1985,Miri Aloni,actress,Micky,3
Nisuin Nusah Tel Aviv,1979,Miri Aloni,actress,Roza,
Lemon Popsicle 9: The Party Goes On,2001,Shani Aloni,actress,Tammy,
Guernsey,2005,Nathalie Alonso Casale,actress,Mimi,7
Minsan pa,2004,Aiess Alonso,actress,Heidi,161
Die Farbe des Ozeans,2011,Alba Alonso,actress,Marielle,
La voz dormida,2011,Alba Alonso,actress,In?s,53
Las 13 rosas,2007,Alba Alonso,actress,Ana,8
No digas nada,2007,Alba Alonso,actress,Marta,9
Yiddish Connection,1986,Alicia Alonso,actress,Rebecca,10
Dusk,2006,Alnara Alonso,actress,People at Boxing Gym,36
Desechos,2010,Ana (II) Alonso,actress,Recepcionista periodico,
"Expulsados 1609, la tragedia de los moriscos",2009,Ana (II) Alonso,actress,Mar?a Aziz,
9 meses,2010,Anabel Alonso,actress,Charo,
Amor propio,1994,Anabel Alonso,actress,Maribel,4
Atasco en la nacional,2007,Anabel Alonso,actress,Soledad,2
Boca a boca,1995,Anabel Alonso,actress,La Mujer del Pa?uelo Rojo,
Carne de gallina,2002,Anabel Alonso,actress,?gata,2
El crimen del cine Oriente,1997,Anabel Alonso,actress,Mar?a,1
El robobo de la jojoya,1991,Anabel Alonso,actress,Ernestita,4
Fuego eterno,1985,Anabel Alonso,actress,Extra,
Holy Night!,2011,Anabel Alonso,actress,Rita,
Hotel y domicilio,1995,Anabel Alonso,actress,Mavi,4
Kika,1993,Anabel Alonso,actress,Amparo,7
Los hombres siempre mienten,1995,Anabel Alonso,actress,Pelirroja,3
Pon un hombre en tu vida,1996,Anabel Alonso,actress,Agatha,5
Pos eso,2014,Anabel Alonso,actress,Trini,
Tretas de mujer,1993,Anabel Alonso,actress,Marga,3
"Gutbai, Charly",2007,Anxela Alonso,actress,?nxela Alonso,
Bajo la metralla,1983,Aurora Alonso,actress,Carlota Serrano de Durazo,10
El rey de la vecindad,1985,Aurora Alonso,actress,Dona Chonita,11
La sangre enemiga,1971,Aurora Alonso,actress,Sara's Mother,10
Las golfas,1969,Aurora Alonso,actress,La coste?a,14
No hay cruces en el mar,1968,Aurora Alonso,actress,Vecina chismosa,13
El Successor,2011,Bego?a (V) Alonso,actress,Doble de Katy,
Broadcast,2016,Beth M. Alonso,actress,Lady at Restaurant 1,
Judges Creed,2014,Beth M. Alonso,actress,Miss Weatherford,
Me and Ichikawa,2015,Beth M. Alonso,actress,Strip Club Patron,
Suedehead,2015,Beth M. Alonso,actress,Lost Shopper,16
T-Rex,2014,Beth M. Alonso,actress,Roberta Shephard,9
17 filles,2011,Charlotte Alonso,actress,Charlotte,14
Corri uomo corri,1968,Chelo Alonso,actress,Dolores,17
Gastone,1960,Chelo Alonso,actress,Carmensita,6
Guardatele ma non toccatele,1959,Chelo Alonso,actress,Pepita Garcia,12
I Reali di Francia,1959,Chelo Alonso,actress,Suleima,1
"Il buono, il brutto, il cattivo",1966,Chelo Alonso,actress,Stevens' Wife,
Il terrore dei barbari,1959,Chelo Alonso,actress,Landa,2
Il terrore della maschera rossa,1960,Chelo Alonso,actress,Karima,2
La notte dei serpenti,1969,Chelo Alonso,actress,Dolores,4
La regina dei tartari,1960,Chelo Alonso,actress,"Tanya, Queen of the Tartars",1
La scimitarra del saraceno,1959,Chelo Alonso,actress,Princess Miriam,2
La strada dei giganti,1960,Chelo Alonso,actress,Stella Von Kruger,2
Maciste nella terra dei ciclopi,1961,Chelo Alonso,actress,Capys,2
Maciste nella valle dei Re,1960,Chelo Alonso,actress,Queen Smedes,2
Morgan il pirata,1960,Chelo Alonso,actress,Consuela,11
Nel segno di Roma,1959,Chelo Alonso,actress,Erica - Zemanzius' Favorite and Dancer,4
Quattro notti con Alba,1962,Chelo Alonso,actress,Alba Petti,2
Tunisi top secret,1959,Chelo Alonso,actress,Sherazad,10
Tunisi top secret,1959,Chelo Alonso,actress,Soraya,10
Piuma,2016,Clara Alonso,actress,Pilar,8
Tini: El gran cambio de Violetta,2016,Clara Alonso,actress,?ngeles 'Angie' Carrar?,6
A Poor Kid's Guide to Success,2007,Daniella Alonso,actress,Nicole,3
Academy Boyz,1997,Daniella Alonso,actress,Lisa,24
All You've Got,2006,Daniella Alonso,actress,Rada Kincaid,7
Black Knight,2001,Daniella Alonso,actress,June,
Hood of Horror,2006,Daniella Alonso,actress,Posie Santano,12
Lawless Range,2016,Daniella Alonso,actress,Claudia Donnelly,6
Love 10 to 1,2009,Daniella Alonso,actress,Cali,
Paul Blart: Mall Cop 2,2015,Daniella Alonso,actress,Divina Martinez,4
Re-Kill,2015,Daniella Alonso,actress,Matthews,2
Rhythm of the Saints,2003,Daniella Alonso,actress,Rena,2
The Collector,2009,Daniella Alonso,actress,Lisa,10
The Hills Have Eyes II,2007,Daniella Alonso,actress,Missy,10
The Mulberry Tree,2010,Daniella Alonso,actress,Maria Ramirez,
Producing the Hood,2008,Delia Alonso,actress,Bus stop person #3,
Vanguard,2009,Diana (II) Alonso,actress,Cop,25
Raising Helen,2004,Emily Alonso,actress,Church Choir,111
Extramuros,1985,Esperanza Alonso,actress,Monja,20
La colmena,1982,Esperanza Alonso,actress,Prostituta,29
Las ratas,1998,Esperanza Alonso,actress,Simeona,7
The Trojan Women,1971,Esperanza Alonso,actress,Woman,14
Siete minutos,2009,Estrella Alonso,actress,Paula,15
Cerro Bayo,2010,Eugenia Alonso,actress,Eugenia,8
Ciencias naturales,2014,Eugenia Alonso,actress,Marta,6
Cornelia frente al espejo,2012,Eugenia Alonso,actress,The Woman,
Francisco - El Padre Jorge,2015,Eugenia Alonso,actress,Monja Berta,4
La vida nueva,2011,Eugenia Alonso,actress,Sonia,14
Matrimonio,2013,Eugenia Alonso,actress,Ana,6
Calabacitas tiernas,1949,Gloria Alonso,actress,Gloria,5
El derecho de nacer,1952,Gloria Alonso,actress,Matildita Ni?a,17
El papelerito,1951,Gloria Alonso,actress,Gloria,6
La segunda mujer,1953,Gloria Alonso,actress,"Ana Mar?a, joven",6
Los apuros de mi ahijada,1951,Gloria Alonso,actress,Gloria,14
Nunca debieron amarse,1951,Gloria Alonso,actress,"Mar?a, ni?a",10
Pecado de ser pobre,1950,Gloria Alonso,actress,Teresita,9
Tres hombres malos,1949,Gloria Alonso,actress,Gloria,11
"Teresa, el cuerpo de Cristo",2007,Guiomar Alonso,actress,Especialista,32
Paper Boys,2009,Haydee Alonso,actress,Bar Patron #5,
De camisa vieja a chaqueta nueva,1982,Ira Alonso,actress,Monique,13
Tres hombres malos,1949,Julia Alonso,actress,Pepita,8
Terrados,2011,J?ssica Alonso,actress,Silvia,9
La vida mancha,2003,Laura Alonso,actress,Sole,25
Tengo ganas de ti,2012,Laura Alonso,actress,Azafata Coro,38
Adam's Truth,2012,Liah Alonso,actress,Zoey Gallagher,
Pecado Original,2017,Licia Alonso,actress,Federica,4
Novios,1999,Lola Alonso,actress,Novia 1,23
La fiesta,2003,Mar (II) Alonso,actress,Invitada,27
Cautiva,2003,Margara Alonso,actress,Hermana Teresa,10
El censor,1995,Margara Alonso,actress,Mendiga,
Of Love and Shadows,1994,Margara Alonso,actress,Gwendolina,31
Yepeto,1999,Margara Alonso,actress,Vecina,8
El inquilino,1958,Mari Carmen Alonso,actress,Martita,15
A Fine Mess,1986,Maria Conchita Alonso,actress,Claudia Pazzo,5
Acts of Betrayal,1997,Maria Conchita Alonso,actress,Eva Ramirez,1
Art of Submission,2012,Maria Conchita Alonso,actress,Maria Sanchez,5
Beyond Brotherhood (Mas Que Hermanos),2017,Maria Conchita Alonso,actress,Puchy,4
Blackheart,1998,Maria Conchita Alonso,actress,Annette,4
Blind Heat,2001,Maria Conchita Alonso,actress,Adrianna Scott,1
Catherine's Grove,1997,Maria Conchita Alonso,actress,Charley Vasquez,15
Caught,1996,Maria Conchita Alonso,actress,Betty,2
Chain of Command,2000,Maria Conchita Alonso,actress,Vice President Gloria Valdez,3
Chasing Papi,2003,Maria Conchita Alonso,actress,Maria,8
Colors,1988,Maria Conchita Alonso,actress,Louisa Gomez,3
Dark Moon Rising,2009,Maria Conchita Alonso,actress,Sheriff Sam Pantoja,2
El grito en el cielo,1998,Maria Conchita Alonso,actress,Miranda Vega,1
English as a Second Language,2005,Maria Conchita Alonso,actress,Consuelo Sara,4
Extreme Prejudice,1987,Maria Conchita Alonso,actress,Sarita Cisneros,4
Fear City,1984,Maria Conchita Alonso,actress,Silver,12
For Which He Stands,1996,Maria Conchita Alonso,actress,Theresa Rochetti,2
Galileo,2017,Maria Conchita Alonso,actress,Cordelia Torres,4
Heart of America,2002,Maria Conchita Alonso,actress,Mrs. Jones,6
I'd Like to Be Alone Now,2017,Maria Conchita Alonso,actress,Matti,
Kill'em All,2017,Maria Conchita Alonso,actress,FBI agent Sanders,
Knockout,2000,Maria Conchita Alonso,actress,Carmen Alvarado,6
Material Girls,2006,Maria Conchita Alonso,actress,Inez,3
McBain,1991,Maria Conchita Alonso,actress,Christina Santos,16
Moscow on the Hudson,1984,Maria Conchita Alonso,actress,Lucia Lombardo,2
November Rule,2015,Maria Conchita Alonso,actress,Ms. Luisa,18
Predator 2,1990,Maria Conchita Alonso,actress,Leona Cantrell,5
Return to Babylon,2013,Maria Conchita Alonso,actress,Lupe Velez,2
Richard III,2007,Maria Conchita Alonso,actress,Queen Elizabeth,3
Roosters,1993,Maria Conchita Alonso,actress,Chata,4
Savana - Sesso e diamanti,1978,Maria Conchita Alonso,actress,Margaret Johnson,
Smoke,2005,Maria Conchita Alonso,actress,Aurora Avila,1
Spread,2009,Maria Conchita Alonso,actress,Ingrid,10
The Art of Travel,2008,Maria Conchita Alonso,actress,Mrs. Layne,10
The Code Conspiracy,2002,Maria Conchita Alonso,actress,Rachel,2
The Company You Keep,2003,Maria Conchita Alonso,actress,Vera,3
The Dead One,2007,Maria Conchita Alonso,actress,The Nun,10
The House of the Spirits,1993,Maria Conchita Alonso,actress,Tr?nsito,1
The Lords of Salem,2012,Maria Conchita Alonso,actress,Alice Matthias,9
The Portrait's Secret,2018,Maria Conchita Alonso,actress,President Montenegro,
The Running Man,1987,Maria Conchita Alonso,actress,Amber Mendez,2
Touch and Go,1986,Maria Conchita Alonso,actress,Denise DeLeon,2
Tranced,2010,Maria Conchita Alonso,actress,Libra,4
Vampire's Kiss,1988,Maria Conchita Alonso,actress,Alva Restrepo,2
Without Men,2011,Maria Conchita Alonso,actress,Lucrecia,5
Breaking Nikki,2009,Maria Ines Alonso,actress,Nikki,
El amor y otras desgracias,2013,Maribel (VI) Alonso,actress,"Jugadora (segmento ""El Juego y El Amor"")",67
Les derniers jours du monde,2009,Marie Jo Alonso,actress,Danseurs,71
Novios,1999,Mar?a Alonso,actress,Sonia,9
15 bajo la lona,1959,Mercedes Alonso,actress,Merche,16
Brevi amori a Palma di Majorca,1959,Mercedes Alonso,actress,Clementina Rivani,9
C'era un castello con 40 cani,1990,Mercedes Alonso,actress,Giovanna,4
Correccional de mujeres,1986,Mercedes Alonso,actress,Alicia Gracelli,13
El cerro de los locos,1960,Mercedes Alonso,actress,Margaret,2
El nido,1980,Mercedes Alonso,actress,Mercedes,7
Gunfighters of Casa Grande,1964,Mercedes Alonso,actress,Dona Maria de Castellar,6
I motorizzati,1962,Mercedes Alonso,actress,Claudia,6
La casa de la Troya,1959,Mercedes Alonso,actress,Moncha,17
La tumba del pistolero,1964,Mercedes Alonso,actress,Russ Brandon,3
Margarita se llama mi amor,1961,Mercedes Alonso,actress,Margarita Rodr?guez Garc?s,1
Mi general,1987,Mercedes Alonso,actress,Pepa,13
Solo contro tutti,1965,Mercedes Alonso,actress,Dorothy,2
Knots,2004,Michelle Alonso,actress,Lingerie model,34
Crawl or Die,2014,Nicole Alonso,actress,Tank,1
Screen,2013,Nicole Alonso,actress,Lola,1
12 horas,2001,Patricia Alonso,actress,"Draga #3 - ""spanish fly""",
Desamores,2004,Patricia Alonso,actress,Woman at Cafeteria,
Dos miradas,2007,Pilar (II) Alonso,actress,Sof?a,
Fernanda,2010,Pilar (II) Alonso,actress,Fernanda,
The Fever and the Fret,2016,Sally Alonso,actress,Judgmental church lady,
The Dark Channel,2016,Sandra (II) Alonso,actress,Chained,
Insomnio,1998,Sara Alonso,actress,Marina,16
Amigos...,2011,Silvia (II) Alonso,actress,Carolina 19,42
La corona partida,2016,Silvia (II) Alonso,actress,Germana de Foix,15
Desenrola,2011,Taiane Alonso,actress,Lia,32
Thumbsucker,2005,Teresa (III) Alonso,actress,'The Line' - Woman in Labor,30
Carlota: Amor es... veneno,1981,Trini Alonso,actress,Miss Lillian Coleman,9
Chica para todo,1963,Trini Alonso,actress,Angustias,4
Cuatro noches de boda,1969,Trini Alonso,actress,Cuadro flamenco,15
"Dio, come ti amo!",1966,Trini Alonso,actress,Clarita,5
"Dos chicas locas, locas...",1965,Trini Alonso,actress,Claudia,6
El consenso,1980,Trini Alonso,actress,Virtuosa 1?,9
L'ombrellone,1965,Trini Alonso,actress,Clelia Valdameri,4
"La familia, bien, gracias",1979,Trini Alonso,actress,Amiga de Consuelo #2,36
La momia nacional,1981,Trini Alonso,actress,Trini,7
Lo verde empieza en los Pirineos,1973,Trini Alonso,actress,Madame,6
Long-Play,1968,Trini Alonso,actress,Madre de Ana,17
Los flamencos,1968,Trini Alonso,actress,Esmeralda,7
Los hijos de...,1976,Trini Alonso,actress,Almudena,6
"Pepe, no me des tormento",1981,Trini Alonso,actress,Vecina del apartamento,7
Rostros,1978,Trini Alonso,actress,The Neighbour,4
Trampa para Catalina,1963,Trini Alonso,actress,Fanny,5
Un vampiro para dos,1965,Trini Alonso,actress,Nosferata,4
Vampiresas 1930,1962,Trini Alonso,actress,Lina,8
Verano 70,1970,Trini Alonso,actress,Lula,6
Yo fui el rey,1975,Trini Alonso,actress,Margot,
No somos nadie,2002,Valentina Alonso,actress,Loli,11
El muerto y ser feliz,2012,Valeria Alonso,actress,Enfermera joven y bonita,3
American Aid,2006,Veronica Alonso,actress,Nun,
El sexo me da risa 3,2013,Veronica Marisela Alonso,actress,La pelos (segment: Los huevos),
En un burro tres baturros,1939,Victoria (II) Alonso,actress,La Pilara,6
The Cross and the Switchblade,1970,Virginia Alonso,actress,Mary,17
The Girl,2012,?ngel (VIII) Alonso,actress,Prayer Man,19
Cuernos de mujer,1995,Lucia Alonso-Allende,actress,Clienta banco 2?,28
10 pelis,2011,Violeta Alonso-Majagranzas,actress,Hija del loco salido,18
Etiquette for Mistresses,2015,Len Alonte,actress,Godparent,70
All in Time,2015,Chelsea Alonzi,actress,College Student,19
The Class Reunion,2012,Chelsea Alonzi,actress,Senior,24
Mr. Wonderful,1993,Jennifer Alonzi,actress,Woman on Train,12
Morticia,2009,Sofie Alonzi,actress,Maria - Baby sitter,
Latin Assassins,2012,Aime Alonzo,actress,Maya,
The New Roommate,2017,Aime Alonzo,actress,Anne,15
The Right to Live,2012,Aime Alonzo,actress,VIP Dancer,49
One Last Sunset,2010,Alexandra Alonzo,actress,Zombie,
Abakada... Ina,2001,Alicia Alonzo,actress,Miling,4
Ah fei zing zyun,1990,Alicia Alonzo,actress,Housekeeper,12
Alyas Boy Kano,1992,Alicia Alonzo,actress,Zenia,10
APO: Kingpin ng Maynila,1990,Alicia Alonzo,actress,Elena,4
April Boys: Sana'y mahalin mo rin ako,1996,Alicia Alonzo,actress,Pilar,6
Bakit bughaw ang langit?,1981,Alicia Alonzo,actress,Cora,3
Barkada walang atrasan,1995,Alicia Alonzo,actress,Mother of Jojo,12
Bodyguard: Masyong Bagwisa Jr.,1986,Alicia Alonzo,actress,Maria,10
Boystown,1981,Alicia Alonzo,actress,Lerma,32
Buhay bombero,1968,Alicia Alonzo,actress,Alice,11
Condemned,1984,Alicia Alonzo,actress,Yolly's Mother,50
Dakpin si pusa,1981,Alicia Alonzo,actress,Kumander Albert's Wife,
Diary of Cristina Gaston,1982,Alicia Alonzo,actress,Mother of,
Dillinger,1992,Alicia Alonzo,actress,Cora,10
Hindi kita malimot,1982,Alicia Alonzo,actress,Caring,3
I'll Wait for You (If It Takes Forever!),1983,Alicia Alonzo,actress,Mrs. Wong,4
Ikaw naman ang iiyak,1996,Alicia Alonzo,actress,Elaine's Mother,8
Iligpit si Bobby Ortega: Markang bungo 2,1995,Alicia Alonzo,actress,Judge's wife,8
Irampa si Mediavillo,1990,Alicia Alonzo,actress,Mama Merta,
Jesus dela Cruz at ang mga batang riles,1992,Alicia Alonzo,actress,Special Participant,
Kahit may mahal ka ng iba,1993,Alicia Alonzo,actress,Mother of Nelia,
Katawan,1999,Alicia Alonzo,actress,Hermana Tuding,8
Kung aagawin mo ang lahat sa akin,1987,Alicia Alonzo,actress,Yaya Rosita,9
Love boat: Mahal trip kita,1988,Alicia Alonzo,actress,Sally,38
"Lovingly Yours, Helen (The Movie)",1984,Alicia Alonzo,actress,"Mrs. Fuentes (segment ""Candy"")",25
Mad Doctor of Blood Island,1968,Alicia Alonzo,actress,Marla,4
Misteryo sa tuwa,1984,Alicia Alonzo,actress,Pinang,5
Mortal,1976,Alicia Alonzo,actress,Celia,1
Mother Dear,1982,Alicia Alonzo,actress,Diding,13
Muling ibalik ang tamis ng pag-ibig,1998,Alicia Alonzo,actress,Milet's Mother,10
Nasaan ka inay?,1988,Alicia Alonzo,actress,Inay,5
Pepeng Kuryente,1988,Alicia Alonzo,actress,Aling Rosa,11
Pido Dida: Sabay Tayo,1990,Alicia Alonzo,actress,Mother Rosa,4
Roberta,1979,Alicia Alonzo,actress,Tinay,
Sakada,1976,Alicia Alonzo,actress,Aurora,9
Sambahin ang ngalan mo,1998,Alicia Alonzo,actress,Tita Mona,6
Soltera,1999,Alicia Alonzo,actress,Lisa's Mother,10
Stupid Cupid,1988,Alicia Alonzo,actress,"Ana (segment ""Forever, My Love"")",4
Tagos ng dugo,1987,Alicia Alonzo,actress,Pina's Mother,15
Tamis ng unang halik,1989,Alicia Alonzo,actress,Aling Ninay,8
W (II),1983,Alicia Alonzo,actress,Alice,4
Waikiki,1980,Alicia Alonzo,actress,Edad,8
Warat,1999,Alicia Alonzo,actress,Aling Gilay,7
Where Love Has Gone,1984,Alicia Alonzo,actress,Monica,8
Where Love Has Gone,1984,Alicia Alonzo,actress,Dominique's mom,8
Preuve d'amour,1988,Alicia (II) Alonzo,actress,La serveuse,
Kokey,1997,Ani Pearl Alonzo,actress,Anna,2
Sarah... ang munting prinsesa,1995,Ani Pearl Alonzo,actress,Lottie,15
Wanted Perfect Murder,1997,Ani Pearl Alonzo,actress,Lingling,16
24/7 in Love,2012,Bea Alonzo,actress,Belle Gonzales,
A Second Chance (IV),2015,Bea Alonzo,actress,Basha,2
All About Love,2006,Bea Alonzo,actress,Isa,2
And I Love You So,2009,Bea Alonzo,actress,Lara,1
Bromance: My Brother's Romance,2013,Bea Alonzo,actress,Wedding Guest,20
Close to You,2006,Bea Alonzo,actress,Marian,2
Close to You,2006,Bea Alonzo,actress,Bru,2
Dreamboy,2005,Bea Alonzo,actress,Cyd,2
Four Sisters and a Wedding,2013,Bea Alonzo,actress,Bobbie Salazar,10
Miss You Like Crazy,2010,Bea Alonzo,actress,Mia Samonte,2
My First Romance,2003,Bea Alonzo,actress,"Bianca (segment ""Two Hearts"")",20
Now That I Have You,2004,Bea Alonzo,actress,Betsy Rallos,2
One More Chance,2007,Bea Alonzo,actress,Basha Eugenio,2
Pacquiao: The Movie,2006,Bea Alonzo,actress,Jinky,2
Pacquiao: The Movie,2006,Bea Alonzo,actress,Janet,2
Pak! Pak! My Dr. Kwak!,2011,Bea Alonzo,actress,Cielo,2
Sa'yo lamang,2010,Bea Alonzo,actress,Dianne,3
She's the One,2013,Bea Alonzo,actress,Cat,1
The Love Affair,2015,Bea Alonzo,actress,Adrianne,
The Mistress,2012,Bea Alonzo,actress,Rosario Alfonso,2
The Mistress,2012,Bea Alonzo,actress,Sari,2
The Big Fisherman,1959,Betty Alonzo,actress,Fara as a Baby,32
Angry Birds,2016,Cristela Alonzo,actress,Shirley the Old Lady Bird,22
Cars 3,2017,Cristela Alonzo,actress,Cruz Ramirez,
Stand-Up 360: Muy Caliente Edition 2,2009,Cristela Alonzo,actress,Herself - Comedian,
Everyday Black Man,2010,Elynn Alonzo,actress,Prostitute,
Steve Jobs,2015,Elynn Alonzo,actress,Steve's Stage Manager,
Corazon: Ang unang aswang,2012,Emma Mae Alonzo,actress,Villager and Farmer,64
Enchanted,2007,Fatima Alonzo,actress,On-Screen Musician,170
Si Darna at ang Impakta,1963,Gina Alonzo,actress,Roma,2
Si Darna at ang Impakta,1963,Gina Alonzo,actress,Impakta in her first staring role,2
Glam,1997,Hazel Alonzo,actress,Restaurant Patron,95
Barrio Brawler,2013,Johana Alonzo,actress,Marital Arts Student,42
Je suis un no man's land,2010,Juliette Alonzo,actress,Petite fille,11
Blocked,2011,Lauren Alonzo,actress,Nancy Starling,
Everything's Eventual,2009,Lauren Alonzo,actress,The Finder,8
King's Man,2010,Lauren Alonzo,actress,Luci Sanchez,
Rollers,2010,Lauren Alonzo,actress,Lexie,26
Contractor's Routine,2011,Lisa Alonzo,actress,Artist,
Deeper Allure (Feature),2015,Loren Alonzo,actress,Physical Trainer,
Holy Hell,2009,Maria T. Alonzo,actress,Maria,46
Waiting...,2005,Melissa Alonzo,actress,Stunt Bush,36
The Devil's Sisters,1966,Nora Alonzo,actress,Emilia,12
The Wild Rebels,1967,Nora Alonzo,actress,Nori,
Babae sa bubungang lata,1998,Ria Alonzo,actress,Eric's Girlfriend,8
"Droga, pagtatapat ng mga babaeng addict",1999,Ria Alonzo,actress,Lady cop,8
Corazon: Ang unang aswang,2012,Rosalinda Alonzo,actress,Villager and Farmer,55
Around the World in Eighty Days,1956,Sally Alonzo,actress,Extra,
A Secret Affair,2012,Say Alonzo,actress,Paula,10
Gigil,2006,Say Alonzo,actress,Dendy,3
Kamoteng kahoy,2009,Say Alonzo,actress,Tess,21
My Kuya's Wedding,2007,Say Alonzo,actress,Yvette,5
Nandito ako... Nagmamahal sa 'yo,2009,Say Alonzo,actress,Bridesmaid,13
T2,2009,Say Alonzo,actress,Marie,15
"Wedding tayo, Wedding hindi!",2011,Say Alonzo,actress,Donna,15
ZsaZsa Zaturnnah Ze Moveeh,2006,Say Alonzo,actress,Vilma S.,9
What Happens in Vegas,2008,Sheena Alonzo,actress,Amanda Diamond,44
Bobby Barbers: Parak,1997,Sophia (II) Alonzo,actress,Linda,28
Jucy,2010,Veronica Alonzo,actress,Party Guest,
Ei Delivery,2009,Yanelfi Alonzo,actress,Samanta,9
Sa aking mga kamay,1996,Zafey Alonzo,actress,Victim #1,21
SPO1 Don Juan: Da Dancing Policeman,1996,Zafey Alonzo,actress,Sexy Girls Unlimited,16
Approaching Midnight,2013,Jessica Alopaeus,actress,Court Room Attendee,
Into the Storm,2014,Jessica Alopaeus,actress,High School Teacher,
